Date,Q
2011-03-28,0.42678508023958334
2011-03-29,0.41882126685416665
2011-03-30,0.4056186474166667
2011-03-31,0.39196110985416666
2011-04-01,0.37390057940625
2011-04-02,0.36062063465625
2011-04-03,0.3589304003541667
2011-04-04,0.36334060806249996
2011-04-05,0.35664061203124997
2011-04-06,0.34475818969791666
2011-04-07,0.33452828460416667
2011-04-08,0.32846447530208334
2011-04-09,0.319413677
2011-04-10,0.30827790979166664
2011-04-11,0.29805527265625
2011-04-12,0.28949515076041665
2011-04-13,0.2765448173333333
2011-04-14,0.26503702336458335
2011-04-15,0.25495115861458334
2011-04-16,0.24343016284375
2011-04-17,0.22514531832291665
2011-04-18,0.20803064519791667
2011-04-19,0.19749497747916667
2011-04-20,0.18704166176041667
2011-04-21,0.17928858440624998
2011-04-22,0.17283546704166666
2011-04-23,0.16513604398958334
2011-04-24,0.15762606480208333
2011-04-25,0.15241762769791667
2011-04-26,0.148013772625
2011-04-27,0.15116540730208333
2011-04-28,0.15630205785416665
2011-04-29,0.17235219476041666
2011-04-30,0.17463356009375
2011-05-01,0.17007454311458334
2011-05-02,0.16861573608333333
2011-05-03,0.16693256627083333
2011-05-04,0.16275638757291666
2011-05-05,0.15925449596875
2011-05-06,0.15537458883333333
2011-05-07,0.15313368046875
2011-05-08,0.15152554382291666
2011-05-09,0.14953671420833334
2011-05-10,0.1450414271875
2011-05-11,0.14251405479166665
2011-05-12,0.14165620088541667
2011-05-13,0.1387839945
2011-05-14,0.13652260970833333
2011-05-15,0.14754982776041667
2011-05-16,0.13460992427083332
2011-05-17,0.13045217767708334
2011-05-18,0.12968517062499998
2011-05-19,0.127894619875
2011-05-20,0.1257395996875
2011-05-21,0.12376857327083333
2011-05-22,0.12345140680208333
2011-05-23,0.1227106956875
2011-05-24,0.1193245770625
2011-05-25,0.11711166020833334
2011-05-26,0.11500889473958333
2011-05-27,0.12698473947916666
2011-05-28,0.29367281960416663
2011-05-29,0.14377449380208332
2011-05-30,0.14093986010416668
2011-05-31,0.1373648541875
2011-06-01,0.15202285103125
2011-06-02,0.14446607623958332
2011-06-03,0.15318094231249998
2011-06-04,0.28482630705208334
2011-06-05,1.7394969391354167
2011-06-06,1.3289299514479167
2011-06-07,0.8507887071666667
2011-06-08,1.3392914808541667
2011-06-09,1.1619516669270833
2011-06-10,1.16627323115625
2011-06-11,1.0289449507395834
2011-06-12,0.9031039447083332
2011-06-13,0.7861218571458334
2011-06-14,0.65828695534375
2011-06-15,0.5713936133020833
2011-06-16,0.5150044550625
2011-06-17,0.47631367563541666
2011-06-18,0.4386843891875
2011-06-19,0.4015611359895834
2011-06-20,0.36691074429166665
2011-06-21,0.3441368884166667
2011-06-22,0.32285821671875
2011-06-23,0.30659124498958334
2011-06-24,0.287099530125
2011-06-25,0.27241484480208333
2011-06-26,0.25881730003125
2011-06-27,0.24711109538541667
2011-06-28,0.23930033920833335
2011-06-29,0.22813696690625
2011-06-30,0.21906448510416665
2011-07-01,0.21294281679166668
2011-07-02,0.2047511937395833
2011-07-03,0.19401575503125001
2011-07-04,0.18465786132291664
2011-07-05,0.20337092836458334
2011-07-06,0.17721360982291667
2011-07-07,0.16893630930208334
2011-07-08,0.15998713605208334
2011-07-09,0.15515527166666668
2011-07-10,0.15186527119791668
2011-07-11,0.1505697985
2011-07-12,0.14483423232291667
2011-07-13,0.14144785782291666
2011-07-14,0.13839389708333333
2011-07-15,0.13556826535416666
2011-07-16,0.13123095997916667
2011-07-17,0.12582593861458333
2011-07-18,0.12341280092708333
2011-07-19,0.12246635631250001
2011-07-20,0.12297133580208335
2011-07-21,0.11683268840625
2011-07-22,0.11393832267708333
2011-07-23,0.11546701207291667
2011-07-24,0.11369195184375001
2011-07-25,0.11073208309375
2011-07-26,0.10913683673958334
2011-07-27,0.10789112655208333
2011-07-28,0.10634340071875
2011-07-29,0.10530163816666667
2011-07-30,0.10367538527083332
2011-07-31,0.10198589529166667
2011-08-01,0.10084948895833333
2011-08-02,0.09885629457291667
2011-08-03,0.09726585135416667
2011-08-04,0.09582183580208332
2011-08-05,0.0942930576875
2011-08-06,0.10685535460416667
2011-08-07,0.09774384567708333
2011-08-08,0.09712297420833334
2011-08-09,0.09579541606250001
2011-08-10,0.09427919451041666
2011-08-11,0.09346550595833335
2011-08-12,0.09235282613541668
2011-08-13,0.09167430702083333
2011-08-14,0.09003102660416668
2011-08-15,0.29859145442708335
2011-08-16,0.07964465350000001
2011-08-17,0.07377385179166666
2011-08-18,0.07345094664583333
2011-08-19,0.07151154690625
2011-08-20,0.0704520959375
2011-08-21,0.07002293582291667
2011-08-22,0.06862360503124999
2011-08-23,0.06744351065625
2011-08-24,0.06651021444791667
2011-08-25,0.06467637470833333
2011-08-26,0.06227416987500001
2011-08-27,0.05974338916666667
2011-08-28,0.056940026208333334
2011-08-29,0.0548448789375
2011-08-30,0.05358586696875001
2011-08-31,0.05249010715625
2011-09-01,0.06080520729166666
2011-09-02,0.08862890160416666
2011-09-03,0.09066737186458333
2011-09-04,0.09026156487499999
2011-09-05,0.10411985693749999
2011-09-06,0.09157236810416668
2011-09-07,0.08912484320833335
2011-09-08,0.0886766140625
2011-09-09,0.08837506064583334
2011-09-10,0.08753319386458334
2011-09-11,0.08694946975000001
2011-09-12,0.08729785376041667
2011-09-13,0.08631852094791669
2011-09-14,0.0853766370625
2011-09-15,0.08430163551041668
2011-09-16,0.08323243584375
2011-09-17,0.08160112971875001
2011-09-18,0.0818038893125
2011-09-19,0.14102121763541667
2011-09-20,0.10209686150000001
2011-09-21,0.10302011497916667
2011-09-22,0.10351484880208334
2011-09-23,0.10298439690625
2011-09-24,0.1021477618125
2011-09-25,0.10082345446875
2011-09-26,0.09979185157291666
2011-09-27,0.09814736343750001
2011-09-28,0.09611596991666667
2011-09-29,0.09428662970833333
2011-09-30,0.09270174415625
2011-10-01,0.09093661232291667
2011-10-02,0.08915479313541667
2011-10-03,0.08773766351041667
2011-10-04,0.08639582696874999
2011-10-05,0.08520487959375
2011-10-06,0.08422261781250001
2011-10-07,0.08792389747916667
2011-10-08,0.08406893146875
2011-10-09,0.08259922578125001
2011-10-10,0.08069946860416667
2011-10-11,0.07963700259375
2011-10-12,0.07870131651041666
2011-10-13,0.07790613076041666
2011-10-14,0.07684620548958333
2011-10-15,0.07614866033333333
2011-10-16,0.07548384045833333
2011-10-17,0.07471904633333333
2011-10-18,0.07417652070833333
2011-10-19,0.07532549675
2011-10-20,0.13748773157291666
2011-10-21,0.09571885333333334
2011-10-22,0.09479548053124999
2011-10-23,0.09454883954166667
2011-10-24,0.0933371053125
2011-10-25,0.49114988802083337
2011-10-26,0.8424886631770834
2011-10-27,0.2503205461145833
2011-10-28,0.21274488002083333
2011-10-29,0.23153380241666666
2011-10-30,0.23656821704166667
2011-10-31,0.23062642279166667
2011-11-01,0.22107825279166668
2011-11-02,0.20930444503125
2011-11-03,0.19881995276041667
2011-11-04,0.19202401624999998
2011-11-05,0.2752602816145833
2011-11-06,5.539359865520833
2011-11-07,11.057526157166668
2011-11-08,9.16132496353125
2011-11-09,4.776281217520833
2011-11-10,2.494200435510417
2011-11-11,1.58062143334375
2011-11-12,1.1531700141979166
2011-11-13,0.9487570485
2011-11-14,0.8305381431979167
2011-11-15,0.7327349771458334
2011-11-16,0.6447349681354166
2011-11-17,0.5755426423333333
2011-11-18,0.5181866971979167
2011-11-19,0.47151277540625003
2011-11-20,0.43700677373958335
2011-11-21,0.4070549587395833
2011-11-22,0.37862145646875
2011-11-23,0.35467346728125
2011-11-24,0.33329803861458335
2011-11-25,0.314376661
2011-11-26,0.2958148248020833
2011-11-27,0.2816447680520833
2011-11-28,0.266898589375
2011-11-29,0.25548364802083334
2011-11-30,0.24408507378125
2011-12-01,0.23552211273958334
2011-12-02,0.22992571301041664
2011-12-03,0.24482246393749998
2011-12-04,0.2476873451875
2011-12-05,0.25034991702083337
2011-12-06,0.23909376822916664
2011-12-07,0.22690156421875
2011-12-08,0.2168447495
2011-12-09,0.20755149976041667
2011-12-10,0.2016756596875
2011-12-11,0.19568098219791666
2011-12-12,0.19404950817708333
2011-12-13,0.19128151028124998
2011-12-14,0.19139592616666667
2011-12-15,0.19706678665625
2011-12-16,0.23709598707291668
2011-12-17,0.35355852809375005
2011-12-18,0.30434726426041664
2011-12-19,0.27943003633333335
2011-12-20,0.26299310076041665
2011-12-21,0.25355320705208334
2011-12-22,0.24422391567708335
2011-12-23,0.2350833618125
2011-12-24,0.22754611011458334
2011-12-25,0.21831537919791666
2011-12-26,0.20868421652083333
2011-12-27,0.20018708479166666
2011-12-28,0.19421688101041668
2011-12-29,0.18627340592708333
2011-12-30,0.17423699846875
2011-12-31,0.16331006091666667
2012-01-01,0.15602748575
2012-01-02,0.15508016647916667
2012-01-03,0.160793324125
2012-01-04,0.155022962875
2012-01-05,0.15315316117708333
2012-01-06,0.15157260204166667
2012-01-07,0.14486778189583333
2012-01-08,0.14155699870833333
2012-01-09,0.13705409494791668
2012-01-10,0.13359830952083332
2012-01-11,0.13064386598958333
2012-01-12,0.12753810386458334
2012-01-13,0.12585375733333334
2012-01-14,0.12274991659375001
2012-01-15,0.11918196636458334
2012-01-16,0.11528320789583334
2012-01-17,0.11271499535416667
2012-01-18,0.10955501026041665
2012-01-19,0.10732696128125001
2012-01-20,0.10596895705208333
2012-01-21,0.10382834686458332
2012-01-22,0.10233905548958333
2012-01-23,0.10048652108333334
2012-01-24,0.09855155209375
2012-01-25,0.09608771457291666
2012-01-26,0.09407912707291667
2012-01-27,0.09213639909375
2012-01-28,0.09100334885416667
2012-01-29,0.08970076255208333
2012-01-30,0.08785386557291668
2012-01-31,0.08630427016666668
2012-02-01,0.08506689003125001
2012-02-02,0.08400732488541668
2012-02-03,0.08243221730208333
2012-02-04,0.08045898411458334
2012-02-05,0.07942804970833334
2012-02-06,0.07750340017708333
2012-02-07,0.077294713375
2012-02-08,0.07623902410416666
2012-02-09,0.07511634970833334
2012-02-10,0.07403143302083333
2012-02-11,0.07292504996875
2012-02-12,0.07205691035416667
2012-02-13,0.07103633947916667
2012-02-14,0.07030780363541667
2012-02-15,0.06952561322916667
2012-02-16,0.06903081535416668
2012-02-17,0.06828322457291668
2012-02-18,0.06759619847916666
2012-02-19,0.06710751902083333
2012-02-20,0.06691249939583334
2012-02-21,0.06563855298958333
2012-02-22,0.06507279933333333
2012-02-23,0.0650737315
2012-02-24,0.06724102366666666
2012-02-25,0.07129869294791667
2012-02-26,0.07368070164583333
2012-02-27,0.072274011875
2012-02-28,0.07076491903125
2012-02-29,0.06928520280208333
2012-03-01,0.06998126832291666
2012-03-02,0.07082136138541667
2012-03-03,0.07256485112500001
2012-03-04,0.07394371622916666
2012-03-05,0.07664215201041667
2012-03-06,0.08039737809375
2012-03-07,0.08085223004166667
2012-03-08,0.08146419885416667
2012-03-09,0.08137185542708333
2012-03-10,0.07980414348958334
2012-03-11,0.07816218110416666
2012-03-12,0.07619536443750001
2012-03-13,0.07409013004166666
2012-03-14,0.072390480375
2012-03-15,0.07052145409375
2012-03-16,0.06907234901041666
2012-03-17,0.06777857138541667
2012-03-18,0.066675680875
2012-03-19,0.0665794360625
2012-03-20,0.066329039375
2012-03-21,0.06631572761458333
2012-03-22,0.06724676138541667
2012-03-23,0.06702352091666668
2012-03-24,0.06641290457291667
2012-03-25,0.06610699729166666
2012-03-26,0.06566477670833333
2012-03-27,0.06518208920833334
2012-03-28,0.06452408633333333
2012-03-29,0.064182772875
2012-03-30,0.06359759166666666
2012-03-31,0.06301387750000001
2012-04-01,0.06269001058333333
2012-04-02,0.062003546250000006
2012-04-03,0.061601149833333334
2012-04-04,0.06143037933333334
2012-04-05,0.09647418238541666
2012-04-06,0.11138130485416665
2012-04-07,0.11706403386458335
2012-04-08,0.12725497540625
2012-04-09,0.12431535398958334
2012-04-10,0.12026621495833334
2012-04-11,0.14792654555208332
2012-04-12,0.19322953057291667
2012-04-13,0.20392876462499998
2012-04-14,0.20239273570833335
2012-04-15,0.22934334442708335
2012-04-16,0.2611459775833333
2012-04-17,0.26930812590625003
2012-04-18,0.2782271835416667
2012-04-19,0.3104345728645833
2012-04-20,0.35367123353124996
2012-04-21,0.3607319013958334
2012-04-22,0.35019857591666664
2012-04-23,0.34035119615625
2012-04-24,0.6020122040833333
2012-04-25,0.6727957452395833
2012-04-26,0.5360381031458333
2012-04-27,0.49089777809375
2012-04-28,0.4552327476979167
2012-04-29,0.4242165337604167
2012-04-30,0.39974317766666667
2012-05-01,0.38821564012500004
2012-05-02,0.39287059903125
2012-05-03,0.37826760789583336
2012-05-04,0.35691788523958334
2012-05-05,0.3401322845208333
2012-05-06,0.3388107901875
2012-05-07,0.33404074221874996
2012-05-08,0.3221555877291667
2012-05-09,0.30340838615625
2012-05-10,0.28524592296875
2012-05-11,0.26749639453125
2012-05-12,0.25445750617708335
2012-05-13,0.25633541249999997
2012-05-14,0.24143052417708333
2012-05-15,0.23404342952083335
2012-05-16,0.22624064396875
2012-05-17,0.21305241329166666
2012-05-18,0.20455368719791667
2012-05-19,0.19782663953125001
2012-05-20,0.19485414405208334
2012-05-21,1.9308093628854166
2012-05-22,1.4045252707395832
2012-05-23,1.1792562811770833
2012-05-24,0.9199074249583333
2012-05-25,0.7456212776666667
2012-05-26,0.6116120197395833
2012-05-27,0.5208798321979167
2012-05-28,0.46783224098958337
2012-05-29,0.42350310252083334
2012-05-30,0.38548141029166666
2012-05-31,0.35635403642708335
2012-06-01,0.32983891765625
2012-06-02,0.3082033561145833
2012-06-03,0.2899551751458333
2012-06-04,0.29166276490625004
2012-06-05,0.27143060586458334
2012-06-06,0.2583023287395833
2012-06-07,0.24706270954166665
2012-06-08,0.23867305553124998
2012-06-09,0.23000377947916664
2012-06-10,0.22202957187499997
2012-06-11,0.22132150098958334
2012-06-12,0.25491513574999997
2012-06-13,0.24983410653125002
2012-06-14,0.23981097155208334
2012-06-15,0.22442087444791667
2012-06-16,0.21237654952083332
2012-06-17,0.20307467616666666
2012-06-18,0.1967287075416667
2012-06-19,0.1894884395416667
2012-06-20,0.18468449615625002
2012-06-21,0.1785087038020833
2012-06-22,0.1729371445
2012-06-23,0.16686923114583332
2012-06-24,0.16237116679166666
2012-06-25,0.15864673030208334
2012-06-26,0.15358914083333333
2012-06-27,0.14883705663541666
2012-06-28,0.14486353213541667
2012-06-29,0.14066521663541667
2012-06-30,0.13688961360416665
2012-07-01,0.13274174569791666
2012-07-02,0.12919022391666665
2012-07-03,0.12628780309375
2012-07-04,0.12341698432291666
2012-07-05,0.12052467886458333
2012-07-06,0.12130946178125
2012-07-07,0.11823435288541667
2012-07-08,0.11344763186458334
2012-07-09,0.11077256834375
2012-07-10,0.11193183485416668
2012-07-11,0.11030298857291666
2012-07-12,0.11142613488541668
2012-07-13,0.10633100399999999
2012-07-14,0.105033036375
2012-07-15,0.10399844905208333
2012-07-16,0.10256071263541666
2012-07-17,0.10024850983333333
2012-07-18,0.09823189120833332
2012-07-19,0.09664786154166666
2012-07-20,0.09509420358333333
2012-07-21,0.10691218284375
2012-07-22,0.09796026190625
2012-07-23,0.09514300711458333
2012-07-24,0.0943542790625
2012-07-25,0.09438725416666667
2012-07-26,0.09195583444791666
2012-07-27,0.08968309265625
2012-07-28,0.08807298144791666
2012-07-29,0.08669698487500001
2012-07-30,0.08503470423958333
2012-07-31,0.08313969543750001
2012-08-01,0.08210756538541668
2012-08-02,0.07992616744791667
2012-08-03,0.07829699795833334
2012-08-04,0.07643214220833333
2012-08-05,0.07516199438541667
2012-08-06,0.07411808783333333
2012-08-07,0.07236000315625
2012-08-08,0.0705364936875
2012-08-09,0.06945545786458333
2012-08-10,0.06881809417708333
2012-08-11,0.068058786375
2012-08-12,0.06653657128125
2012-08-13,0.06543048833333333
2012-08-14,0.06429192920833333
2012-08-15,0.06331205675
2012-08-16,0.06236601020833334
2012-08-17,0.06305300100000001
2012-08-18,0.061427040666666675
2012-08-19,0.06057555307291667
2012-08-20,0.059676033197916666
2012-08-21,0.05895262845833333
2012-08-22,0.05803932883333334
2012-08-23,0.057403288125
2012-08-24,0.056232157124999994
2012-08-25,0.05527494677083333
2012-08-26,0.055148803354166664
2012-08-27,0.054313547375
2012-08-28,0.053635356489583334
2012-08-29,0.052724912354166674
2012-08-30,0.05227910495833333
2012-08-31,0.054325731999999995
2012-09-01,0.17918889571875
2012-09-02,0.12578510637499998
2012-09-03,0.18117057559375002
2012-09-04,0.4645714220104167
2012-09-05,0.15019420127083333
2012-09-06,0.1289056110625
2012-09-07,0.1244496401875
2012-09-08,0.12458354127083333
2012-09-09,0.12473251213541665
2012-09-10,0.12494031397916666
2012-09-11,0.1255418324375
2012-09-12,0.20794457044791667
2012-09-13,0.21493740680208331
2012-09-14,0.16580326472916668
2012-09-15,0.14861068526041668
2012-09-16,0.13512903725
2012-09-17,0.1262473666875
2012-09-18,0.12032634878125
2012-09-19,0.11891025570833334
2012-09-20,0.11539595123958334
2012-09-21,0.11136155824999999
2012-09-22,0.10824008069791667
2012-09-23,0.10576430916666667
2012-09-24,0.10400275926041667
2012-09-25,0.10183110542708333
2012-09-26,0.10027323761458333
2012-09-27,0.12784089140625002
2012-09-28,0.11325685359375
2012-09-29,0.1199681675625
2012-09-30,0.1809704250416667
2012-10-01,0.7097300985104167
2012-10-02,0.31954165412499996
2012-10-03,0.2979057239270833
2012-10-04,0.29952833818749997
2012-10-05,0.28413972347916666
2012-10-06,0.2688637993958333
2012-10-07,0.25368956696875
2012-10-08,0.23486064806249998
2012-10-09,0.2197394368125
2012-10-10,0.20695106690624998
2012-10-11,0.19504740408333332
2012-10-12,0.18636809291666667
2012-10-13,0.17611819015625
2012-10-14,0.17006656501041664
2012-10-15,0.70421658609375
2012-10-16,0.6669087950625
2012-10-17,0.4003588856145834
2012-10-18,0.3708191692916667
2012-10-19,0.35129334815624996
2012-10-20,0.3308341676354167
2012-10-21,0.31054864785416664
2012-10-22,0.287476109875
2012-10-23,0.26596680061458333
2012-10-24,0.2490345481875
2012-10-25,0.23643757384375
2012-10-26,0.23303378989583334
2012-10-27,0.3730855436875
2012-10-28,0.4222728660208333
2012-10-29,0.36393907221875005
2012-10-30,0.34008196996875
2012-10-31,0.38378671837499995
2012-11-01,2.3454958228750002
2012-11-02,1.2422021812604167
2012-11-03,1.2701091722291666
2012-11-04,1.5988595150104166
2012-11-05,4.847039907302084
2012-11-06,2.69972321003125
2012-11-07,1.6690344635
2012-11-08,1.1814950143958334
2012-11-09,0.9392834985520833
2012-11-10,0.8080607810104167
2012-11-11,3.802603259145833
2012-11-12,2.47781749790625
2012-11-13,1.7827678414687498
2012-11-14,1.28299498159375
2012-11-15,1.0197262430833334
2012-11-16,0.8688287703645834
2012-11-17,0.7556694928645834
2012-11-18,0.66356564771875
2012-11-19,0.5845410978645833
2012-11-20,0.5157014417395833
2012-11-21,0.4600133583541666
2012-11-22,0.41547673428125
2012-11-23,0.38149488712499996
2012-11-24,0.3562896177708333
2012-11-25,0.33017393240625
2012-11-26,0.3137712621979167
2012-11-27,0.35179136610416667
2012-11-28,3.4858381980833335
2012-11-29,3.1395009716875
2012-11-30,2.3490778262604164
2012-12-01,1.51524760540625
2012-12-02,1.1583173587916666
2012-12-03,0.9527981969166667
2012-12-04,0.8127935780312501
2012-12-05,0.6960766659166667
2012-12-06,0.5983946245104167
2012-12-07,0.5349095311354167
2012-12-08,0.48276116982291667
2012-12-09,0.42934955025
2012-12-10,0.39895974044791666
2012-12-11,0.37011391522916665
2012-12-12,0.34336149990625
2012-12-13,0.32016147420833335
2012-12-14,0.3066297641875
2012-12-15,0.57699855284375
2012-12-16,0.497830628875
2012-12-17,0.45539371214583335
2012-12-18,0.44539991840625004
2012-12-19,0.4148562314375
2012-12-20,0.38815597323958334
2012-12-21,0.36934241247916666
2012-12-22,0.343923402
2012-12-23,0.3227772542083333
2012-12-24,0.30525477507291665
2012-12-25,0.2959226504270833
2012-12-26,0.35495543613541664
2012-12-27,0.3814475211354167
2012-12-28,0.36705583765625
2012-12-29,0.34116318996875
2012-12-30,0.3263236968541667
2012-12-31,0.3095545864375
2013-01-01,0.29791959659375
2013-01-02,0.2882107418125
2013-01-03,0.2717634531875
2013-01-04,0.26010173951041665
2013-01-05,0.25187532314583333
2013-01-06,0.2435390064375
2013-01-07,0.23788661186458335
2013-01-08,0.22701231994791668
2013-01-09,0.21625407165625
2013-01-10,0.209293656875
2013-01-11,0.2061405525
2013-01-12,0.19745068423958334
2013-01-13,0.19297183885416666
2013-01-14,0.19064273565625
2013-01-15,0.1854127414375
2013-01-16,0.185182696
2013-01-17,0.18076389959374997
2013-01-18,0.1731810786875
2013-01-19,0.1682328116875
2013-01-20,0.16778170044791665
2013-01-21,0.17513593982291667
2013-01-22,0.17447347682291667
2013-01-23,0.16929206677083333
2013-01-24,0.16607238361458335
2013-01-25,0.162647933125
2013-01-26,0.15961318371875
2013-01-27,0.15518755751041666
2013-01-28,0.15377617204166666
2013-01-29,0.14890103034375
2013-01-30,0.14728703782291666
2013-01-31,0.15074898948958335
2013-02-01,0.15559368770833334
2013-02-02,0.19151519173958334
2013-02-03,0.18846710253124999
2013-02-04,0.17624549474999998
2013-02-05,0.17425695980208333
2013-02-06,0.17646137745833335
2013-02-07,0.170882012125
2013-02-08,0.16682347294791666
2013-02-09,0.16337159604166665
2013-02-10,0.15961498114583333
2013-02-11,0.157284038125
2013-02-12,0.15998739120833333
2013-02-13,0.15315444632291667
2013-02-14,0.14810306811458332
2013-02-15,0.14427787603125
2013-02-16,0.13974711942708332
2013-02-17,0.13753848832291668
2013-02-18,0.13425103314583334
2013-02-19,0.13183320910416665
2013-02-20,0.12985660091666668
2013-02-21,0.12853996227083334
2013-02-22,0.12704264121875
2013-02-23,0.12481669602083334
2013-02-24,0.12397060857291665
2013-02-25,0.1221587019375
2013-02-26,0.11978292894791666
2013-02-27,0.11813369548958334
2013-02-28,0.12084087663541666
2013-03-01,0.13538833575
2013-03-02,0.15094524146875
2013-03-03,0.16145443888541666
2013-03-04,0.1648082589375
2013-03-05,0.16523297289583333
2013-03-06,0.17159122022916665
2013-03-07,0.23152847752083336
2013-03-08,0.33590690590625
2013-03-09,0.4848195148125
2013-03-10,0.6313016961458333
2013-03-11,0.6941959930416667
2013-03-12,0.7037185474583333
2013-03-13,0.7186891984895833
2013-03-14,0.6993086582916667
2013-03-15,0.61993843290625
2013-03-16,0.5311704361354167
2013-03-17,0.47315276132291667
2013-03-18,0.4465606437708334
2013-03-19,0.40927070883333333
2013-03-20,0.37446745777083335
2013-03-21,0.36361542536458336
2013-03-22,0.35627050147916667
2013-03-23,0.3474208454375
2013-03-24,0.35625769655208334
2013-03-25,0.46473124000000005
2013-03-26,0.47083866670833335
2013-03-27,0.4144014067083333
2013-03-28,0.3754589388645833
2013-03-29,0.37636304151041666
2013-03-30,0.47524005033333333
2013-03-31,0.7480333484479167
2013-04-01,0.82459246746875
2013-04-02,0.7073334510729167
2013-04-03,0.6748419807083333
2013-04-04,0.6776794058541666
2013-04-05,0.7667111162500001
2013-04-06,0.8698923984479167
2013-04-07,0.8680126001666667
2013-04-08,0.84145644725
2013-04-09,0.79451681890625
2013-04-10,0.7703136385416668
2013-04-11,0.75142044428125
2013-04-12,1.1119028049166666
2013-04-13,1.2077970050104165
2013-04-14,1.25317858509375
2013-04-15,1.40306452153125
2013-04-16,1.5346006417708333
2013-04-17,1.575971398625
2013-04-18,1.5674462743645832
2013-04-19,1.5618266981979165
2013-04-20,1.7438363296666666
2013-04-21,3.468822082697917
2013-04-22,3.5609703265208332
2013-04-23,2.777715143020833
2013-04-24,2.02293967896875
2013-04-25,1.5209772416145835
2013-04-26,1.2529622648958334
2013-04-27,1.42781015815625
2013-04-28,2.096050124197917
2013-04-29,1.91773465740625
2013-04-30,1.6552752358645832
2013-05-01,1.4001455818125
2013-05-02,1.2204169066354167
2013-05-03,1.0884322866354166
2013-05-04,0.9673497276145833
2013-05-05,0.9537085746979167
2013-05-06,1.3248830653020833
2013-05-07,1.1404252066875
2013-05-08,1.15561601615625
2013-05-09,1.0372411551979166
2013-05-10,0.96353895840625
2013-05-11,1.1378974338854166
2013-05-12,1.0472945363854167
2013-05-13,0.9427571414479167
2013-05-14,0.8579600349791666
2013-05-15,0.77398109821875
2013-05-16,5.286944475708333
2013-05-17,6.549141698604167
2013-05-18,4.021759116885417
2013-05-19,2.6086398504583332
2013-05-20,2.00951828253125
2013-05-21,1.4961302206354166
2013-05-22,1.2063802515416666
2013-05-23,1.0734804334895833
2013-05-24,1.49651474453125
2013-05-25,1.5942795121250002
2013-05-26,1.3308320552708335
2013-05-27,1.1779100091979167
2013-05-28,1.07540761178125
2013-05-29,0.999897306625
2013-05-30,0.9079336118333333
2013-05-31,0.7972391161041666
2013-06-01,0.7004788373541667
2013-06-02,0.6308426158229167
2013-06-03,0.5697196113333334
2013-06-04,0.5250061861458334
2013-06-05,0.48309145358333333
2013-06-06,0.4648005538541667
2013-06-07,0.42936838194791666
2013-06-08,0.41370869021874995
2013-06-09,0.43727255196875
